,Wavelength (nm),GE 200 W Clear,GE Wattmiser 52 W frosted,Spot 60 W,GE Reveal 3 Way
1988,2337,0.0619205,0.0118267,0.014698,0.0251994
1989,2338,0.0618191,0.0118168,0.0146791,0.0251266
1990,2339,0.0616104,0.0117925,0.0146454,0.0250605
1991,2340,0.0614962,0.0117789,0.014625,0.0249931
1992,2341,0.0614784,0.0117824,0.01462,0.024895
1993,2342,0.0614262,0.0117715,0.014583,0.024835
1994,2343,0.0613939,0.0117476,0.0145145,0.0248192
1995,2344,0.0612965,0.0117367,0.0145057,0.0247468
1996,2345,0.0611342,0.0117263,0.0145157,0.0246423
1997,2346,0.0610705,0.0117207,0.0145003,0.0245849
1998,2347,0.061058,0.0117345,0.0145147,0.0245344
1999,2348,0.0609789,0.0117288,0.01451,0.0244578
2000,2349,0.0609062,0.0117053,0.0144801,0.0243898
2001,2350,0.0608369,0.0117006,0.014432,0.024345
2002,2351,0.0606968,0.0117027,0.0143772,0.0242874
2003,2352,0.0605994,0.0116811,0.0143435,0.0242193
2004,2353,0.0605477,0.0116527,0.0142715,0.0241877
2005,2354,0.0605308,0.0116559,0.0142437,0.0241297
2006,2355,0.0605576,0.011659,0.0142695,0.0240169
2007,2356,0.0605079,0.0116455,0.0142716,0.0239376
2008,2357,0.0604452,0.0116452,0.0142941,0.02389
2009,2358,0.0604061,0.0116491,0.0142575,0.0238312
2010,2359,0.0603163,0.0116414,0.0141755,0.0237475
2011,2360,0.0602261,0.0116264,0.014145,0.0236987
2012,2361,0.0602001,0.0116246,0.0140801,0.0236881
2013,2362,0.0601751,0.0116267,0.0140619,0.0236493
2014,2363,0.0600965,0.0116134,0.0141437,0.0236216
2015,2364,0.0600315,0.0115921,0.0141354,0.0235711
2016,2365,0.0600199,0.0115812,0.0140716,0.023488
2017,2366,0.0599438,0.011569,0.0140449,0.0234281
2018,2367,0.0597858,0.0115199,0.0140056,0.023359
2019,2368,0.0597388,0.0115143,0.0139728,0.0233157
2020,2369,0.0597499,0.0115671,0.0139608,0.0233001
2021,2370,0.0597061,0.0115651,0.0139432,0.0232699
2022,2371,0.0596605,0.011538,0.0138923,0.0232559
2023,2372,0.0596919,0.0115372,0.0138933,0.0232198
2024,2373,0.0596726,0.011528,0.0139592,0.0231575
2025,2374,0.0595892,0.0115278,0.0139673,0.023117
2026,2375,0.0595818,0.0115332,0.0139662,0.0230597
2027,2376,0.05955,0.0115336,0.0139667,0.0230404
2028,2377,0.0595006,0.0115236,0.0139471,0.0230796
2029,2378,0.0594338,0.011486,0.0139111,0.0230644
2030,2379,0.0593079,0.011489,0.013844,0.0230359
2031,2380,0.0592921,0.0115285,0.013841,0.0230137
2032,2381,0.0592758,0.0114864,0.0138703,0.0229634
2033,2382,0.0592254,0.011451,0.0138543,0.0229206
2034,2383,0.0592389,0.011477,0.0138612,0.0228966
2035,2384,0.0591609,0.0114601,0.0138734,0.0228679
2036,2385,0.059037,0.0114517,0.0138439,0.0228275
2037,2386,0.0589936,0.011478,0.0138192,0.0227835
2038,2387,0.059073,0.011504,0.0138369,0.0227293
2039,2388,0.0591319,0.0114988,0.0138297,0.0227011
2040,2389,0.0590402,0.0114882,0.0137726,0.022694
2041,2390,0.0589706,0.0114756,0.013735,0.0226556
2042,2391,0.0588639,0.0114013,0.0137099,0.0226136
2043,2392,0.0586806,0.0113539,0.0137035,0.0225896
2044,2393,0.0585525,0.0113329,0.0137135,0.0225479
2045,2394,0.0584926,0.0113329,0.013695,0.0225099
2046,2395,0.0584768,0.0113643,0.0136837,0.0225173
2047,2396,0.0583971,0.0113279,0.013668,0.0224877
2048,2397,0.058399,0.0113009,0.0136044,0.0223889
2049,2398,0.0584116,0.0113206,0.0135846,0.0223562
2050,2399,0.0581943,0.0113254,0.0136292,0.0223582
2051,2400,0.0579919,0.0113088,0.0136175,0.0223517
2052,2401,0.057875,0.0112817,0.0135584,0.0223919
2053,2402,0.0577314,0.0112886,0.0135487,0.0223966
2054,2403,0.0576374,0.0113044,0.0135519,0.0223737
2055,2404,0.0576762,0.0112831,0.0135368,0.0223544
2056,2405,0.0578053,0.0112697,0.0135462,0.0223174
2057,2406,0.057825,0.0112718,0.0135498,0.0223001
2058,2407,0.0577348,0.0112502,0.0135276,0.0222914
2059,2408,0.0577237,0.0112559,0.0135099,0.022282
2060,2409,0.0576819,0.0112841,0.0135003,0.0222828
2061,2410,0.0575601,0.0112647,0.0135024,0.0222797
2062,2411,0.0575103,0.011249,0.0135268,0.0222981
2063,2412,0.0574788,0.0112608,0.0135015,0.0222718
2064,2413,0.0573819,0.0112552,0.0134162,0.0221689
2065,2414,0.0573354,0.0112352,0.0134164,0.0221578
2066,2415,0.0574111,0.0112041,0.0134657,0.0222011
2067,2416,0.0573731,0.0112055,0.01344,0.0221905
2068,2417,0.0572328,0.0112323,0.0134353,0.0222394
2069,2418,0.0571588,0.0112268,0.0134373,0.0222346
2070,2419,0.0570642,0.0111904,0.0133671,0.0220945
2071,2420,0.0570617,0.0111905,0.0133136,0.0220486
2072,2421,0.0570581,0.0112113,0.0132916,0.0220696
2073,2422,0.0569423,0.0111913,0.0132801,0.0220604
2074,2423,0.0569667,0.0112369,0.0132322,0.0220685
2075,2424,0.0569967,0.0112778,0.0132221,0.0220746
2076,2425,0.0569695,0.0112732,0.0133291,0.0220863
2077,2426,0.056968,0.0113266,0.0133389,0.0220662
2078,2427,0.0568758,0.0113255,0.0132573,0.0220101
2079,2428,0.0567567,0.0112818,0.013247,0.0220043
2080,2429,0.0567604,0.0112799,0.0132307,0.0220212
2081,2430,0.0568336,0.0112431,0.0132018,0.0219796
2082,2431,0.0567798,0.0111758,0.0132225,0.0219131
2083,2432,0.0566521,0.0111317,0.0132252,0.0219169
2084,2433,0.0565177,0.0110846,0.0132041,0.021945
2085,2434,0.0564658,0.0110808,0.0131832,0.0219128
2086,2435,0.056701,0.0112104,0.0131447,0.0218711
2087,2436,0.0568724,0.011349,0.0131367,0.0219017
2088,2437,0.0568752,0.0113479,0.0131421,0.0219515
2089,2438,0.0569276,0.0113288,0.0131285,0.0219307
2090,2439,0.0568761,0.0113617,0.013123,0.0219356
2091,2440,0.0568277,0.0113338,0.013146,0.021962
2092,2441,0.0567527,0.0112883,0.0132109,0.0218929
2093,2442,0.0566606,0.0113391,0.0131848,0.021862
2094,2443,0.0566622,0.0113502,0.0130984,0.0219857
2095,2444,0.0564694,0.0112155,0.0130987,0.0219846
2096,2445,0.0562826,0.011118,0.0130831,0.0218211
2097,2446,0.0563385,0.0111548,0.0130342,0.0217758
2098,2447,0.0563856,0.0111936,0.0130652,0.0217636
2099,2448,0.0564055,0.0112045,0.0130373,0.0217357
2100,2449,0.0563547,0.0112623,0.0128435,0.021786
2101,2450,0.0561668,0.0112829,0.0128198,0.0217706
2102,2451,0.0560368,0.0112891,0.0129699,0.0216552
2103,2452,0.0560689,0.0113271,0.0129875,0.0216294
2104,2453,0.0562413,0.0113432,0.0130162,0.0216789
2105,2454,0.0563467,0.0113292,0.0129916,0.0216465
2106,2455,0.0562091,0.0112281,0.0127937,0.0215814
2107,2456,0.0561309,0.0111658,0.0127505,0.0215705
2108,2457,0.056166,0.0111602,0.0128194,0.0215209
2109,2458,0.056177,0.0111698,0.0128221,0.0215005
2110,2459,0.0561432,0.0111804,0.0128722,0.0215965
2111,2460,0.0560972,0.0111884,0.0128916,0.021614
2112,2461,0.0560114,0.0112669,0.0128383,0.0215488
2113,2462,0.0559943,0.0112768,0.0128257,0.0215428
2114,2463,0.0560362,0.0111813,0.0128431,0.0215977
2115,2464,0.0560102,0.0111734,0.012836,0.0215269
2116,2465,0.0560201,0.0112292,0.0128102,0.0213039
2117,2466,0.0559894,0.0112198,0.0128067,0.0213241
2118,2467,0.0558055,0.0111918,0.0128244,0.0214495
2119,2468,0.0557589,0.011206,0.0128196,0.0214786
2120,2469,0.0557905,0.0111717,0.0127884,0.0216772
2121,2470,0.055807,0.0111775,0.0127864,0.0217395
2122,2471,0.0558961,0.0113112,0.0127924,0.0215484
2123,2472,0.0559549,0.011351,0.0128142,0.0215049
2124,2473,0.0560467,0.0113224,0.0128802,0.0215762
2125,2474,0.0560595,0.0113268,0.012944,0.0216268
2126,2475,0.0560356,0.0113342,0.0129772,0.0216942
2127,2476,0.0559924,0.0112892,0.0130474,0.0216762
2128,2477,0.0558406,0.0111783,0.0132235,0.0216663
2129,2478,0.055722,0.0111574,0.0132278,0.0216144
2130,2479,0.0555628,0.0111798,0.0131407,0.0214285
2131,2480,0.0555317,0.0111425,0.0131335,0.0213074
2132,2481,0.0556197,0.0110982,0.0130725,0.0211606
2133,2482,0.0555752,0.0111088,0.0129563,0.0211526
2134,2483,0.0553974,0.0111005,0.0128463,0.0212045
2135,2484,0.055508,0.0110846,0.0127411,0.0212766
2136,2485,0.05591,0.0111648,0.0125351,0.0216172
2137,2486,0.0559591,0.0112033,0.012357,0.0215831
2138,2487,0.0560355,0.0111519,0.0121855,0.0212035
2139,2488,0.0560818,0.0111447,0.0122351,0.0212755
2140,2489,0.055636,0.0111827,0.0124371,0.021483
2141,2490,0.0555597,0.0112114,0.0122066,0.021204
2142,2491,0.0559154,0.0112212,0.0122283,0.0213943
2143,2492,0.0560179,0.0112376,0.012248,0.0213933
2144,2493,0.0560869,0.0112793,0.0119146,0.0209549
2145,2494,0.0560438,0.011336,0.0120156,0.0211143
2146,2495,0.0558255,0.011387,0.0124233,0.0214845
2147,2496,0.0557929,0.0114261,0.0123326,0.0212217
2148,2497,0.055755,0.0115669,0.0123583,0.0209864
2149,2498,0.0557074,0.0115385,0.0125165,0.0208176
2150,2499,0.0558062,0.0112432,0.012554,0.0206511
2151,2500,0.0557953,0.0112988,0.0125769,0.0208787
